user_id,governorate,account_age_days,wallet_type,avg_monthly_p2p_transfers,avg_monthly_bill_payments,failed_trans_last_30d,days_since_last_txn,micro_loans_taken,loan_amount_egp,is_churned,is_defaulted,predicted_churn_prob
EG_WAL_10093,Giza,323,Verified_Tier1,12,7,1,2,0,0,0,0,0
EG_WAL_10094,Alexandria,275,Basic,13,4,0,6,9,5000,0,0,0
EG_WAL_10095,Giza,585,Basic,9,7,0,89,2,500,1,0,1
EG_WAL_10096,Giza,115,Verified_Tier1,14,5,1,75,3,500,1,0,1
EG_WAL_10097,Giza,585,Basic,10,6,2,49,6,500,1,0,1
EG_WAL_10098,Cairo,404,Basic,15,4,0,59,6,2500,1,0,1
EG_WAL_10099,Cairo,475,Verified_Tier1,11,2,0,64,6,2500,1,0,1
EG_WAL_10100,Cairo,407,Basic,7,2,1,64,6,5000,1,0,1
EG_WAL_10101,Giza,419,Basic,7,8,0,61,3,1000,1,0,1
EG_WAL_10102,Cairo,686,Basic,12,8,2,53,8,5000,1,0,0.99
EG_WAL_10103,Giza,80,Verified_Tier1,7,1,0,52,3,2500,1,0,0.99
EG_WAL_10104,Asyut,271,Basic,13,2,1,8,5,5000,0,0,0
EG_WAL_10105,Cairo,323,Merchant,8,3,0,0,0,0,0,0,0
EG_WAL_10106,Giza,592,Verified_Tier1,6,5,0,14,0,0,0,0,0
EG_WAL_10107,Alexandria,295,Basic,9,5,0,88,5,1000,1,0,1
EG_WAL_10108,Cairo,149,Basic,18,5,1,35,0,0,0,0,0
EG_WAL_10109,Cairo,277,Basic,9,4,0,9,0,0,0,0,0
EG_WAL_10110,Cairo,99,Basic,8,7,0,49,5,1000,1,0,1
EG_WAL_10111,Cairo,86,Verified_Tier1,14,3,5,30,7,500,0,0,0
EG_WAL_10112,Asyut,411,Basic,10,6,2,83,8,500,1,0,1
EG_WAL_10113,Gharbia,68,Basic,13,5,0,68,5,5000,1,0,1
EG_WAL_10114,Giza,472,Verified_Tier1,20,5,0,15,0,0,0,0,0
EG_WAL_10115,Gharbia,47,Basic,14,3,1,78,6,2500,1,0,1
EG_WAL_10116,Gharbia,381,Verified_Tier1,8,8,0,41,1,2500,0,0,0
EG_WAL_10117,Cairo,327,Verified_Tier1,12,4,0,25,6,5000,0,0,0
EG_WAL_10118,Gharbia,312,Basic,12,10,0,29,9,1000,0,0,0
EG_WAL_10119,Giza,615,Basic,12,2,0,1,9,2500,0,0,0
EG_WAL_10120,Gharbia,139,Verified_Tier1,12,5,0,66,3,500,1,0,1
EG_WAL_10121,Gharbia,209,Verified_Tier1,6,2,0,82,0,0,1,0,1
EG_WAL_10122,Cairo,573,Basic,10,2,0,55,8,2500,1,0,1
EG_WAL_10123,Cairo,54,Basic,13,8,0,23,0,0,0,0,0
EG_WAL_10124,Cairo,86,Basic,8,3,0,66,6,500,1,0,1
EG_WAL_10125,Giza,209,Basic,11,7,0,39,5,5000,0,0,0
EG_WAL_10126,Gharbia,261,Basic,12,7,0,62,6,2500,1,0,0.99
EG_WAL_10127,Gharbia,372,Basic,15,3,0,68,9,2500,1,0,1
EG_WAL_10128,Cairo,506,Basic,19,4,0,58,0,0,1,0,1
EG_WAL_10129,Giza,605,Basic,13,4,0,60,0,0,1,0,1
EG_WAL_10130,Giza,484,Merchant,14,1,1,51,5,1000,1,0,1
EG_WAL_10131,Cairo,261,Verified_Tier1,10,7,0,75,7,2500,1,0,1
EG_WAL_10132,Cairo,318,Basic,8,8,0,35,2,500,0,0,0
EG_WAL_10133,Cairo,242,Basic,13,5,0,30,9,500,0,0,0
EG_WAL_10134,Asyut,287,Basic,14,7,2,6,1,2500,0,0,0
EG_WAL_10135,Cairo,559,Basic,16,6,0,89,3,2500,1,0,1
EG_WAL_10136,Giza,716,Verified_Tier1,17,2,0,89,7,1000,1,0,1
EG_WAL_10137,Alexandria,258,Basic,12,3,0,19,8,500,0,0,0
EG_WAL_10138,Cairo,255,Merchant,10,2,5,32,5,500,0,0,0
EG_WAL_10139,Asyut,625,Basic,11,3,0,82,6,1000,1,0,1
EG_WAL_10140,Asyut,464,Verified_Tier1,12,4,0,16,0,0,0,0,0
EG_WAL_10141,Cairo,431,Basic,16,4,0,5,4,500,0,0,0
EG_WAL_10142,Giza,651,Basic,10,2,1,85,5,1000,1,0,1
EG_WAL_10143,Cairo,117,Basic,11,6,0,80,9,5000,1,0,1
EG_WAL_10144,Cairo,613,Verified_Tier1,11,5,0,19,5,500,0,0,0
EG_WAL_10145,Cairo,571,Verified_Tier1,14,4,0,41,5,2500,0,0,0
EG_WAL_10146,Giza,713,Verified_Tier1,14,8,0,62,6,1000,1,0,1
EG_WAL_10147,Giza,338,Verified_Tier1,7,1,1,40,3,5000,0,0,0
EG_WAL_10148,Cairo,372,Verified_Tier1,12,2,0,89,4,1000,1,0,1
EG_WAL_10149,Cairo,465,Basic,7,4,0,71,5,5000,1,0,1
EG_WAL_10150,Asyut,206,Basic,12,1,1,6,8,5000,0,0,0
EG_WAL_10151,Cairo,168,Verified_Tier1,22,6,0,70,3,500,1,0,0.98
EG_WAL_10152,Cairo,223,Verified_Tier1,11,3,0,28,3,5000,0,0,0
EG_WAL_10153,Giza,215,Verified_Tier1,16,2,0,66,6,1000,1,0,1
EG_WAL_10154,Asyut,247,Basic,10,6,1,15,0,0,0,0,0
EG_WAL_10155,Cairo,193,Basic,13,1,0,76,6,500,1,0,1
EG_WAL_10156,Alexandria,190,Verified_Tier1,10,4,2,49,7,2500,1,0,1
EG_WAL_10157,Alexandria,554,Basic,11,3,2,81,1,5000,1,0,1
EG_WAL_10158,Cairo,630,Basic,19,6,2,43,3,5000,0,0,0
EG_WAL_10159,Alexandria,71,Verified_Tier1,15,3,0,76,3,500,1,0,1
EG_WAL_10160,Cairo,239,Verified_Tier1,12,9,0,30,9,500,0,0,0
EG_WAL_10161,Giza,304,Basic,8,5,0,66,9,500,1,0,1
EG_WAL_10162,Giza,308,Verified_Tier1,11,5,3,2,5,5000,0,0,0
EG_WAL_10163,Giza,280,Verified_Tier1,9,7,1,89,6,1000,1,0,1
EG_WAL_10164,Cairo,339,Verified_Tier1,9,5,0,65,6,2500,1,0,1
EG_WAL_10165,Gharbia,169,Verified_Tier1,15,5,0,76,3,1000,1,0,1
EG_WAL_10166,Cairo,575,Basic,10,4,2,74,2,500,1,0,1
EG_WAL_10167,Cairo,559,Basic,15,4,0,6,3,5000,0,0,0
EG_WAL_10168,Cairo,86,Basic,11,4,0,26,8,1000,0,0,0
EG_WAL_10169,Giza,141,Basic,9,2,0,6,9,2500,0,0,0
EG_WAL_10170,Alexandria,34,Basic,13,1,0,7,6,500,0,0,0
EG_WAL_10171,Cairo,439,Basic,12,3,0,41,2,2500,0,0,0
EG_WAL_10172,Giza,443,Basic,13,1,0,84,2,5000,1,0,1
EG_WAL_10173,Cairo,211,Basic,18,8,1,25,4,500,0,0,0
EG_WAL_10174,Giza,42,Basic,9,4,4,60,7,500,1,1,1
EG_WAL_10175,Cairo,368,Verified_Tier1,15,2,0,19,4,500,0,0,0
EG_WAL_10176,Alexandria,288,Basic,14,6,2,78,5,2500,1,0,1
EG_WAL_10177,Cairo,119,Basic,14,4,0,86,8,5000,1,0,1
EG_WAL_10178,Asyut,645,Basic,11,5,0,78,8,500,1,0,1
EG_WAL_10179,Cairo,279,Basic,17,1,0,50,5,1000,1,0,1
EG_WAL_10180,Cairo,284,Verified_Tier1,19,1,0,73,4,500,1,0,1
EG_WAL_10181,Cairo,617,Basic,10,3,0,1,7,500,0,0,0
EG_WAL_10182,Asyut,137,Basic,8,3,1,29,0,0,0,0,0
EG_WAL_10183,Gharbia,697,Basic,16,4,0,16,2,1000,0,0,0
EG_WAL_10184,Cairo,623,Basic,11,6,1,66,5,1000,1,0,1
EG_WAL_10185,Alexandria,618,Basic,15,7,0,71,7,5000,1,0,1
EG_WAL_10186,Gharbia,514,Basic,18,8,1,42,5,2500,0,0,0
EG_WAL_10187,Giza,287,Basic,12,4,0,48,9,500,1,0,0.99
EG_WAL_10188,Giza,668,Verified_Tier1,14,4,1,3,5,2500,0,0,0
EG_WAL_10189,Cairo,311,Verified_Tier1,13,4,1,87,3,2500,1,0,1
EG_WAL_10190,Cairo,117,Basic,9,7,0,28,6,500,0,0,0
EG_WAL_10191,Gharbia,233,Basic,9,2,0,71,6,500,1,0,1
EG_WAL_10192,Asyut,45,Basic,9,2,4,33,0,0,0,0,0.01
EG_WAL_10193,Giza,180,Basic,9,3,0,8,2,5000,0,0,0
EG_WAL_10194,Cairo,283,Basic,11,7,0,57,8,1000,1,0,1
EG_WAL_10195,Cairo,217,Verified_Tier1,17,5,0,80,5,2500,1,0,1
EG_WAL_10196,Alexandria,358,Basic,7,9,0,73,3,500,1,0,0.99
EG_WAL_10197,Gharbia,573,Verified_Tier1,13,4,1,23,7,2500,0,0,0
EG_WAL_10198,Gharbia,426,Basic,12,2,0,55,6,1000,1,0,1
EG_WAL_10199,Alexandria,546,Merchant,13,1,0,85,9,2500,1,0,1
EG_WAL_10200,Giza,488,Verified_Tier1,13,6,2,80,5,500,1,0,1
EG_WAL_10201,Cairo,359,Verified_Tier1,14,1,1,60,3,5000,1,0,1
EG_WAL_10202,Cairo,198,Basic,10,5,3,72,3,2500,1,0,1
EG_WAL_10203,Gharbia,395,Verified_Tier1,13,6,0,78,7,5000,1,0,1
EG_WAL_10204,Giza,207,Verified_Tier1,10,3,0,62,2,2500,1,0,1
EG_WAL_10205,Cairo,684,Verified_Tier1,13,3,0,41,8,500,0,0,0.01
EG_WAL_10206,Cairo,391,Basic,12,8,1,16,7,500,0,0,0
EG_WAL_10207,Alexandria,668,Verified_Tier1,19,2,0,70,3,5000,1,0,1
EG_WAL_10208,Cairo,69,Basic,9,4,0,89,2,500,1,0,1
EG_WAL_10209,Cairo,445,Basic,11,3,0,65,3,5000,1,0,1
EG_WAL_10210,Giza,384,Verified_Tier1,8,5,0,47,1,1000,1,0,1
EG_WAL_10211,Alexandria,284,Basic,11,3,1,69,5,5000,1,0,1
EG_WAL_10212,Alexandria,172,Basic,11,4,0,32,2,2500,0,0,0
EG_WAL_10213,Cairo,606,Basic,20,6,0,37,2,5000,0,0,0
EG_WAL_10214,Alexandria,40,Verified_Tier1,10,3,0,0,0,0,0,0,0
EG_WAL_10215,Cairo,649,Basic,6,2,1,54,7,2500,1,0,1
EG_WAL_10216,Cairo,55,Basic,17,7,0,54,7,500,1,0,1
EG_WAL_10217,Alexandria,450,Basic,14,4,0,9,8,500,0,0,0
EG_WAL_10218,Giza,692,Verified_Tier1,10,4,0,54,4,1000,1,0,0.99
EG_WAL_10219,Gharbia,250,Basic,14,7,2,23,3,500,0,0,0
EG_WAL_10220,Alexandria,525,Verified_Tier1,12,3,0,71,8,1000,1,0,1
EG_WAL_10221,Giza,266,Basic,15,0,1,27,2,1000,0,0,0
EG_WAL_10222,Cairo,266,Verified_Tier1,13,2,0,50,3,1000,1,0,0.99
EG_WAL_10223,Cairo,248,Merchant,12,2,0,45,7,500,0,0,0
EG_WAL_10224,Cairo,516,Basic,16,6,1,71,1,2500,1,0,1
EG_WAL_10225,Cairo,490,Basic,9,6,0,28,2,500,0,0,0
EG_WAL_10226,Asyut,692,Verified_Tier1,8,6,0,18,2,2500,0,0,0.01
EG_WAL_10227,Cairo,664,Basic,9,4,1,78,7,500,1,0,0.99
EG_WAL_10228,Gharbia,173,Basic,14,4,1,4,1,1000,0,0,0
EG_WAL_10229,Giza,218,Verified_Tier1,4,7,1,48,7,2500,1,0,1
EG_WAL_10230,Alexandria,284,Merchant,7,3,0,54,6,500,1,0,1
EG_WAL_10231,Giza,97,Basic,11,9,1,45,0,0,0,0,0
EG_WAL_10232,Giza,645,Basic,13,6,0,14,7,5000,0,0,0
EG_WAL_10233,Giza,365,Basic,13,10,0,71,0,0,1,0,1
EG_WAL_10234,Cairo,700,Basic,14,3,0,38,8,1000,0,0,0
EG_WAL_10235,Alexandria,438,Verified_Tier1,14,9,0,21,0,0,0,0,0
EG_WAL_10236,Cairo,329,Verified_Tier1,11,4,1,61,4,2500,1,0,1
EG_WAL_10237,Cairo,631,Verified_Tier1,20,2,0,68,7,500,1,0,1
EG_WAL_10238,Giza,386,Basic,10,4,0,73,3,1000,1,0,1
EG_WAL_10239,Cairo,285,Basic,12,5,0,30,5,500,0,0,0
EG_WAL_10240,Asyut,382,Basic,15,7,2,36,0,0,0,0,0
EG_WAL_10241,Asyut,550,Basic,15,1,0,22,2,1000,0,0,0
EG_WAL_10242,Asyut,553,Verified_Tier1,17,7,1,87,4,500,1,0,1
EG_WAL_10243,Cairo,313,Basic,14,4,0,3,1,1000,0,0,0
EG_WAL_10244,Cairo,341,Verified_Tier1,13,6,1,42,0,0,0,0,0
EG_WAL_10245,Asyut,128,Verified_Tier1,11,5,0,37,8,5000,0,0,0
EG_WAL_10246,Giza,226,Merchant,14,2,0,14,7,5000,0,0,0
EG_WAL_10247,Asyut,511,Verified_Tier1,15,3,0,10,2,5000,0,0,0
EG_WAL_10248,Asyut,255,Verified_Tier1,9,3,2,24,5,500,0,0,0
EG_WAL_10249,Gharbia,644,Basic,11,5,1,25,7,1000,0,0,0
EG_WAL_10250,Cairo,647,Basic,13,8,0,38,5,1000,0,0,0
EG_WAL_10251,Cairo,394,Basic,19,7,0,55,7,500,1,0,1
EG_WAL_10252,Gharbia,397,Basic,9,4,1,50,2,5000,1,0,1
EG_WAL_10253,Cairo,599,Verified_Tier1,15,4,0,32,3,5000,0,0,0
EG_WAL_10254,Cairo,619,Verified_Tier1,16,2,0,19,7,2500,0,0,0
EG_WAL_10255,Giza,104,Basic,11,2,0,51,9,500,1,0,1
EG_WAL_10256,Asyut,71,Basic,8,2,1,33,9,5000,0,0,0
EG_WAL_10257,Alexandria,451,Basic,12,6,2,44,7,2500,0,0,0
EG_WAL_10258,Giza,210,Verified_Tier1,10,7,0,75,5,5000,1,0,1
EG_WAL_10259,Cairo,574,Verified_Tier1,10,3,0,3,9,1000,0,0,0
EG_WAL_10260,Giza,100,Verified_Tier1,13,3,0,12,5,2500,0,0,0
EG_WAL_10261,Asyut,597,Basic,15,4,0,58,8,500,1,0,1
EG_WAL_10262,Cairo,134,Basic,7,6,1,66,7,1000,1,0,1
EG_WAL_10263,Giza,229,Verified_Tier1,13,3,1,52,2,1000,1,0,1
EG_WAL_10264,Gharbia,130,Verified_Tier1,17,6,1,16,6,2500,0,0,0
EG_WAL_10265,Alexandria,336,Basic,9,7,0,70,8,1000,1,0,1
EG_WAL_10266,Alexandria,615,Verified_Tier1,11,2,0,44,9,2500,0,0,0
EG_WAL_10267,Alexandria,712,Basic,6,3,0,46,2,500,1,0,1
EG_WAL_10268,Cairo,406,Verified_Tier1,11,3,0,77,8,5000,1,0,1
EG_WAL_10269,Cairo,684,Verified_Tier1,7,0,0,25,4,1000,0,0,0
EG_WAL_10270,Gharbia,707,Verified_Tier1,11,4,1,30,9,500,0,0,0.01
EG_WAL_10271,Gharbia,428,Basic,12,3,0,30,8,5000,0,0,0
EG_WAL_10272,Gharbia,250,Basic,16,8,1,79,0,0,1,0,1
EG_WAL_10273,Asyut,624,Verified_Tier1,13,6,3,59,3,2500,1,0,1
EG_WAL_10274,Giza,211,Verified_Tier1,10,1,1,0,8,500,0,0,0
EG_WAL_10275,Giza,336,Basic,13,7,0,45,8,5000,0,0,0
EG_WAL_10276,Alexandria,551,Verified_Tier1,12,9,0,33,5,2500,0,0,0
EG_WAL_10277,Giza,425,Basic,12,2,0,89,9,5000,1,0,1
EG_WAL_10278,Alexandria,33,Merchant,11,6,0,53,5,2500,1,0,0.99
EG_WAL_10279,Alexandria,310,Verified_Tier1,13,1,1,58,2,5000,1,0,1
EG_WAL_10280,Gharbia,244,Basic,8,2,1,40,9,500,0,0,0
EG_WAL_10281,Cairo,639,Basic,10,2,0,50,4,500,1,0,1
EG_WAL_10282,Cairo,449,Basic,9,4,0,4,7,1000,0,0,0
EG_WAL_10283,Cairo,130,Basic,11,2,0,87,1,1000,1,0,1
EG_WAL_10284,Giza,550,Basic,8,4,0,9,1,500,0,0,0
EG_WAL_10285,Cairo,602,Verified_Tier1,13,5,1,37,3,1000,0,0,0
EG_WAL_10286,Giza,338,Verified_Tier1,16,5,1,34,8,2500,0,0,0
EG_WAL_10287,Giza,687,Basic,11,5,1,65,4,1000,1,0,1
EG_WAL_10288,Cairo,539,Basic,13,4,1,18,2,1000,0,0,0
EG_WAL_10289,Giza,92,Basic,16,5,0,37,7,5000,0,0,0
EG_WAL_10290,Cairo,662,Basic,18,3,0,52,6,2500,1,0,0.98
EG_WAL_10291,Cairo,255,Basic,15,2,0,49,8,500,1,0,1
EG_WAL_10292,Gharbia,134,Verified_Tier1,12,3,0,77,9,2500,1,0,1
EG_WAL_10293,Cairo,454,Verified_Tier1,7,8,0,33,5,5000,0,0,0
EG_WAL_10294,Cairo,284,Basic,17,8,0,3,1,1000,0,0,0
EG_WAL_10295,Giza,458,Verified_Tier1,11,5,0,60,0,0,1,0,1
EG_WAL_10296,Alexandria,463,Verified_Tier1,7,3,0,88,4,5000,1,0,1
EG_WAL_10297,Cairo,236,Basic,8,8,1,69,6,500,1,0,1
EG_WAL_10298,Giza,57,Verified_Tier1,9,5,0,8,6,1000,0,0,0
EG_WAL_10299,Cairo,711,Verified_Tier1,13,5,0,51,1,5000,1,0,0.99
EG_WAL_10300,Cairo,365,Basic,13,5,0,81,5,5000,1,0,1
EG_WAL_10301,Giza,617,Basic,15,2,0,30,0,0,0,0,0
EG_WAL_10302,Giza,657,Verified_Tier1,10,6,1,85,0,0,1,0,1
EG_WAL_10303,Giza,98,Verified_Tier1,10,5,1,67,1,500,1,0,1
EG_WAL_10304,Alexandria,542,Basic,8,2,1,32,4,5000,0,0,0
EG_WAL_10305,Asyut,196,Basic,11,2,0,58,9,2500,1,0,1
EG_WAL_10306,Giza,397,Basic,9,5,0,34,9,500,0,0,0
EG_WAL_10307,Cairo,280,Verified_Tier1,10,4,0,12,1,2500,0,0,0
EG_WAL_10308,Alexandria,715,Basic,12,2,0,78,9,2500,1,0,0.99
EG_WAL_10309,Cairo,199,Verified_Tier1,12,5,0,60,2,5000,1,0,1
EG_WAL_10310,Giza,119,Basic,12,2,0,47,8,5000,1,0,1
EG_WAL_10311,Cairo,590,Basic,14,2,0,37,4,1000,0,0,0
EG_WAL_10312,Cairo,475,Basic,8,8,1,64,2,500,1,0,1
EG_WAL_10313,Asyut,323,Basic,15,1,0,53,4,500,1,0,1
EG_WAL_10314,Gharbia,179,Basic,13,0,0,30,2,500,0,0,0
EG_WAL_10315,Alexandria,161,Basic,13,7,2,48,4,5000,1,0,1
EG_WAL_10316,Giza,462,Basic,18,5,0,80,9,500,1,0,1
EG_WAL_10317,Cairo,88,Basic,9,6,1,21,5,5000,0,0,0
EG_WAL_10318,Cairo,228,Basic,16,2,0,28,8,500,0,0,0
EG_WAL_10319,Cairo,244,Basic,12,1,2,64,1,2500,1,0,1
EG_WAL_10320,Giza,590,Verified_Tier1,15,5,0,47,2,5000,1,0,1
EG_WAL_10321,Alexandria,501,Verified_Tier1,11,4,0,65,5,1000,1,0,1
EG_WAL_10322,Alexandria,276,Merchant,7,4,0,24,1,1000,0,0,0
EG_WAL_10323,Cairo,411,Basic,11,6,2,20,7,500,0,0,0
EG_WAL_10324,Asyut,268,Basic,15,4,0,25,9,2500,0,0,0
EG_WAL_10325,Alexandria,396,Basic,10,5,0,0,6,2500,0,0,0
EG_WAL_10326,Giza,197,Basic,10,3,1,31,0,0,0,0,0
EG_WAL_10327,Giza,589,Verified_Tier1,9,2,0,72,4,1000,1,0,1
EG_WAL_10328,Giza,80,Basic,11,1,1,45,4,500,0,0,0
EG_WAL_10329,Cairo,639,Basic,10,5,0,4,0,0,0,0,0
EG_WAL_10330,Cairo,718,Basic,8,3,0,39,5,500,0,0,0.03
