"user_id","governorate","wallet_type","account_age_days","recency_days","monthly_txn_frequency","loan_amount_egp","failed_trans_last_30d","transaction_risk_tier","is_churned","is_defaulted","composite_churn_indicator"
"EG_WAL_14001","Gharbia","Basic",250,89,21,1000,0,"Low Risk",1,0,6
"EG_WAL_13432","Alexandria","Verified_Tier1",33,89,24,5000,0,"Low Risk",1,0,6
"EG_WAL_10557","Cairo","Verified_Tier1",188,89,17,500,0,"Low Risk",1,0,5
"EG_WAL_11577","Giza","Verified_Tier1",124,89,16,500,0,"Low Risk",1,0,4
"EG_WAL_13181","Cairo","Verified_Tier1",490,89,19,1000,0,"Low Risk",1,0,5
"EG_WAL_14142","Cairo","Verified_Tier1",365,89,17,5000,0,"Low Risk",1,0,5
"EG_WAL_14855","Cairo","Basic",56,89,16,1000,0,"Low Risk",1,0,4
"EG_WAL_13970","Asyut","Verified_Tier1",712,89,15,500,1,"Medium Risk",1,0,4
"EG_WAL_11339","Cairo","Basic",203,89,26,0,0,"Low Risk",1,0,6
"EG_WAL_12855","Giza","Basic",422,89,19,2500,0,"Low Risk",1,0,5
"EG_WAL_12244","Gharbia","Verified_Tier1",411,88,14,1000,0,"Low Risk",1,0,3
"EG_WAL_12016","Cairo","Verified_Tier1",356,88,17,500,0,"Low Risk",1,0,4
"EG_WAL_13244","Alexandria","Basic",367,88,17,5000,2,"Medium Risk",1,0,4
"EG_WAL_11482","Giza","Verified_Tier1",55,88,10,0,1,"Medium Risk",1,0,2
"EG_WAL_12560","Alexandria","Basic",257,88,14,500,1,"Medium Risk",1,0,3
"EG_WAL_10803","Giza","Basic",538,88,12,2500,0,"Low Risk",1,0,2
"EG_WAL_12697","Cairo","Basic",672,88,21,0,0,"Low Risk",1,0,6
"EG_WAL_13511","Cairo","Verified_Tier1",686,88,10,1000,0,"Low Risk",1,0,2
"EG_WAL_14886","Cairo","Basic",504,88,25,500,1,"Medium Risk",1,0,6
"EG_WAL_14519","Cairo","Basic",187,88,12,0,0,"Low Risk",1,0,2
"EG_WAL_14297","Cairo","Basic",295,88,11,1000,1,"Medium Risk",1,0,2
"EG_WAL_11293","Alexandria","Verified_Tier1",693,88,19,2500,0,"Low Risk",1,0,5
"EG_WAL_13776","Gharbia","Verified_Tier1",431,88,17,1000,0,"Low Risk",1,0,5
"EG_WAL_14366","Cairo","Basic",649,88,17,500,2,"Medium Risk",1,0,5
"EG_WAL_10296","Alexandria","Verified_Tier1",463,88,10,5000,0,"Low Risk",1,0,2
"EG_WAL_12518","Alexandria","Basic",709,88,22,1000,0,"Low Risk",1,0,6
"EG_WAL_10566","Cairo","Verified_Tier1",30,88,17,1000,0,"Low Risk",1,0,5
"EG_WAL_14969","Giza","Basic",159,88,13,0,0,"Low Risk",1,0,3
"EG_WAL_13547","Giza","Basic",627,88,16,500,0,"Low Risk",1,0,4
"EG_WAL_10824","Giza","Basic",284,88,20,5000,0,"Low Risk",1,0,6
"EG_WAL_10107","Alexandria","Basic",295,88,14,1000,0,"Low Risk",1,0,3
"EG_WAL_13636","Asyut","Merchant",595,88,15,500,0,"Low Risk",1,0,3
"EG_WAL_12647","Giza","Verified_Tier1",275,88,17,5000,0,"Low Risk",1,0,5
"EG_WAL_11974","Cairo","Basic",206,88,15,1000,3,"Medium Risk",1,0,4
"EG_WAL_10726","Cairo","Merchant",664,88,23,2500,1,"Medium Risk",1,0,6
"EG_WAL_13250","Giza","Verified_Tier1",261,88,23,5000,1,"Medium Risk",1,0,6
"EG_WAL_11597","Cairo","Verified_Tier1",400,88,18,1000,1,"Medium Risk",1,0,5
"EG_WAL_13635","Giza","Basic",716,88,17,500,0,"Low Risk",1,0,5
"EG_WAL_10017","Giza","Basic",407,88,22,500,0,"Low Risk",1,0,6
"EG_WAL_10800","Alexandria","Basic",239,88,19,5000,0,"Low Risk",1,0,5
"EG_WAL_10662","Giza","Basic",610,88,19,0,0,"Low Risk",1,0,5
"EG_WAL_13602","Cairo","Verified_Tier1",44,88,23,500,1,"Medium Risk",1,0,6
"EG_WAL_10683","Alexandria","Basic",145,88,17,500,0,"Low Risk",1,0,4
"EG_WAL_13611","Cairo","Verified_Tier1",478,88,24,2500,3,"Medium Risk",1,0,6
"EG_WAL_14962","Cairo","Basic",130,88,21,500,0,"Low Risk",1,0,6
"EG_WAL_10064","Cairo","Basic",476,88,16,1000,0,"Low Risk",1,0,4
"EG_WAL_14613","Cairo","Verified_Tier1",171,88,16,1000,1,"Medium Risk",1,0,4
"EG_WAL_10870","Cairo","Basic",621,88,14,500,0,"Low Risk",1,0,3
"EG_WAL_11164","Cairo","Basic",307,88,19,1000,1,"Medium Risk",1,0,5
"EG_WAL_13477","Giza","Verified_Tier1",547,88,17,500,1,"Medium Risk",1,0,5
"EG_WAL_11219","Cairo","Verified_Tier1",245,88,17,5000,1,"Medium Risk",1,0,5
"EG_WAL_11977","Giza","Verified_Tier1",296,88,18,2500,0,"Low Risk",1,0,5
"EG_WAL_13190","Cairo","Basic",456,88,23,0,0,"Low Risk",1,0,6
"EG_WAL_11943","Alexandria","Verified_Tier1",68,88,18,2500,0,"Low Risk",1,0,5
"EG_WAL_11073","Cairo","Verified_Tier1",289,88,14,1000,1,"Medium Risk",1,0,3
"EG_WAL_13488","Cairo","Verified_Tier1",535,88,11,1000,0,"Low Risk",1,0,2
"EG_WAL_13107","Cairo","Verified_Tier1",168,88,22,1000,0,"Low Risk",1,0,6
"EG_WAL_14237","Alexandria","Basic",255,88,13,5000,0,"Low Risk",1,0,3
"EG_WAL_14588","Alexandria","Verified_Tier1",513,88,24,1000,0,"Low Risk",1,0,6
"EG_WAL_11200","Alexandria","Basic",162,88,20,5000,0,"Low Risk",1,0,6
"EG_WAL_11201","Cairo","Verified_Tier1",563,88,17,5000,0,"Low Risk",1,0,4
"EG_WAL_12793","Cairo","Basic",402,88,13,500,0,"Low Risk",1,0,3
"EG_WAL_13237","Asyut","Verified_Tier1",119,88,19,5000,0,"Low Risk",1,0,5
"EG_WAL_14755","Gharbia","Basic",81,88,12,500,0,"Low Risk",1,0,2
"EG_WAL_11319","Cairo","Basic",668,88,16,500,0,"Low Risk",1,0,4
"EG_WAL_14238","Alexandria","Basic",502,88,13,500,0,"Low Risk",1,0,3
"EG_WAL_14726","Asyut","Basic",484,88,17,500,0,"Low Risk",1,0,4
"EG_WAL_14302","Alexandria","Basic",281,88,9,2500,0,"Low Risk",1,0,2
"EG_WAL_10530","Gharbia","Basic",457,88,19,1000,0,"Low Risk",1,0,5
"EG_WAL_10749","Giza","Verified_Tier1",157,88,15,2500,0,"Low Risk",1,0,4
"EG_WAL_10918","Alexandria","Verified_Tier1",111,88,12,500,0,"Low Risk",1,0,2
"EG_WAL_11719","Cairo","Basic",184,87,17,0,0,"Low Risk",1,0,5
"EG_WAL_10451","Giza","Basic",465,87,12,1000,0,"Low Risk",1,0,2
"EG_WAL_10041","Giza","Basic",267,87,10,2500,0,"Low Risk",1,0,2
"EG_WAL_12321","Alexandria","Basic",357,87,18,2500,1,"Medium Risk",1,0,5
"EG_WAL_12415","Asyut","Verified_Tier1",650,87,14,500,1,"Medium Risk",1,0,3
"EG_WAL_12744","Giza","Basic",155,87,17,5000,4,"High Risk",1,0,5
"EG_WAL_11802","Cairo","Verified_Tier1",506,87,15,5000,0,"Low Risk",1,0,3
"EG_WAL_14203","Asyut","Verified_Tier1",282,87,14,2500,1,"Medium Risk",1,0,3
"EG_WAL_11166","Gharbia","Basic",520,87,14,500,1,"Medium Risk",1,0,3
"EG_WAL_10242","Asyut","Verified_Tier1",553,87,24,500,1,"Medium Risk",1,0,6
"EG_WAL_11905","Cairo","Basic",717,87,18,500,0,"Low Risk",1,0,5
"EG_WAL_11664","Asyut","Verified_Tier1",269,87,21,1000,0,"Low Risk",1,0,6
"EG_WAL_13024","Cairo","Basic",424,87,14,5000,0,"Low Risk",1,0,3
"EG_WAL_11471","Alexandria","Basic",678,87,14,1000,1,"Medium Risk",1,0,3
"EG_WAL_14794","Cairo","Basic",178,87,21,5000,0,"Low Risk",1,0,6
"EG_WAL_14124","Alexandria","Verified_Tier1",607,87,10,0,0,"Low Risk",1,0,2
"EG_WAL_11390","Cairo","Verified_Tier1",527,87,19,1000,1,"Medium Risk",1,0,5
"EG_WAL_14294","Cairo","Verified_Tier1",348,87,20,1000,2,"Medium Risk",1,0,6
"EG_WAL_14525","Giza","Basic",101,87,12,0,0,"Low Risk",1,0,2
"EG_WAL_11421","Giza","Basic",692,87,11,1000,1,"Medium Risk",1,0,2
"EG_WAL_12193","Giza","Basic",175,87,16,500,0,"Low Risk",1,0,4
"EG_WAL_14295","Cairo","Basic",246,87,15,0,1,"Medium Risk",1,0,4
"EG_WAL_12481","Gharbia","Basic",652,87,20,0,2,"Medium Risk",1,0,6
"EG_WAL_14563","Cairo","Basic",529,87,16,2500,0,"Low Risk",1,0,4
"EG_WAL_10511","Giza","Basic",448,87,21,2500,0,"Low Risk",1,0,6
"EG_WAL_12166","Giza","Basic",278,87,22,2500,0,"Low Risk",1,0,6
"EG_WAL_11302","Cairo","Verified_Tier1",333,87,13,1000,0,"Low Risk",1,0,3
"EG_WAL_13239","Giza","Basic",586,87,18,0,1,"Medium Risk",1,0,5
"EG_WAL_11965","Giza","Basic",157,87,17,500,2,"Medium Risk",1,0,4
"EG_WAL_14582","Alexandria","Basic",637,87,12,1000,0,"Low Risk",1,0,2
"EG_WAL_11449","Alexandria","Basic",373,87,15,5000,0,"Low Risk",1,0,3
"EG_WAL_13864","Cairo","Basic",195,87,16,5000,0,"Low Risk",1,0,4
"EG_WAL_14740","Alexandria","Basic",583,87,19,500,0,"Low Risk",1,0,5
"EG_WAL_10486","Cairo","Basic",453,87,14,1000,1,"Medium Risk",1,0,3
"EG_WAL_10637","Cairo","Verified_Tier1",649,87,14,1000,0,"Low Risk",1,0,3
"EG_WAL_10189","Cairo","Verified_Tier1",311,87,17,2500,1,"Medium Risk",1,0,4
"EG_WAL_14649","Cairo","Verified_Tier1",419,87,17,500,2,"Medium Risk",1,0,5
"EG_WAL_10969","Giza","Basic",567,87,21,0,0,"Low Risk",1,0,6
"EG_WAL_10283","Cairo","Basic",130,87,13,1000,0,"Low Risk",1,0,3
"EG_WAL_11477","Alexandria","Basic",130,87,20,0,0,"Low Risk",1,0,6
"EG_WAL_12195","Giza","Basic",343,87,18,0,3,"Medium Risk",1,0,5
"EG_WAL_11970","Cairo","Verified_Tier1",137,87,19,2500,1,"Medium Risk",1,0,5
"EG_WAL_12863","Giza","Basic",471,87,15,2500,0,"Low Risk",1,0,4
"EG_WAL_10966","Alexandria","Basic",288,87,16,2500,0,"Low Risk",1,0,4
"EG_WAL_12476","Cairo","Verified_Tier1",97,87,11,5000,0,"Low Risk",1,0,2
"EG_WAL_13654","Cairo","Merchant",48,87,15,500,0,"Low Risk",1,0,3
"EG_WAL_12441","Giza","Merchant",244,87,17,2500,0,"Low Risk",1,0,4
"EG_WAL_10477","Giza","Basic",641,87,19,2500,2,"Medium Risk",1,0,5
"EG_WAL_12792","Giza","Verified_Tier1",476,87,14,5000,0,"Low Risk",1,0,3
"EG_WAL_14368","Cairo","Basic",476,87,12,500,0,"Low Risk",1,0,2
"EG_WAL_13771","Asyut","Basic",377,87,19,500,2,"Medium Risk",1,0,5
"EG_WAL_14668","Alexandria","Verified_Tier1",376,87,18,500,0,"Low Risk",1,0,5
"EG_WAL_11858","Gharbia","Basic",451,87,19,0,0,"Low Risk",1,0,5
"EG_WAL_13359","Alexandria","Verified_Tier1",511,87,17,2500,1,"Medium Risk",1,0,4
"EG_WAL_14626","Cairo","Merchant",486,87,11,1000,0,"Low Risk",1,0,2
"EG_WAL_12229","Cairo","Basic",319,87,14,1000,0,"Low Risk",1,0,3
"EG_WAL_12880","Cairo","Verified_Tier1",394,87,11,2500,0,"Low Risk",1,0,2
"EG_WAL_12592","Giza","Verified_Tier1",505,86,14,0,0,"Low Risk",1,0,3
"EG_WAL_10436","Cairo","Verified_Tier1",634,86,10,0,0,"Low Risk",1,0,2
"EG_WAL_10881","Alexandria","Basic",707,86,20,500,0,"Low Risk",1,0,6
"EG_WAL_14604","Alexandria","Verified_Tier1",669,86,20,5000,0,"Low Risk",1,0,6
"EG_WAL_10797","Giza","Basic",515,86,10,500,0,"Low Risk",1,0,2
"EG_WAL_14465","Cairo","Verified_Tier1",613,86,12,5000,0,"Low Risk",1,0,2
"EG_WAL_13855","Cairo","Basic",325,86,21,1000,0,"Low Risk",1,0,6
"EG_WAL_13178","Gharbia","Basic",195,86,13,500,0,"Low Risk",1,0,3
"EG_WAL_10469","Asyut","Basic",71,86,13,500,0,"Low Risk",1,0,3
"EG_WAL_12991","Gharbia","Basic",371,86,11,1000,0,"Low Risk",1,0,2
"EG_WAL_14860","Giza","Merchant",282,86,16,2500,0,"Low Risk",1,0,4
"EG_WAL_14402","Cairo","Verified_Tier1",591,86,22,5000,0,"Low Risk",1,0,6
"EG_WAL_13625","Cairo","Verified_Tier1",702,86,15,2500,1,"Medium Risk",1,0,3
"EG_WAL_11917","Giza","Verified_Tier1",255,86,16,0,2,"Medium Risk",1,0,4
"EG_WAL_11123","Gharbia","Verified_Tier1",500,86,18,0,2,"Medium Risk",1,0,5
"EG_WAL_12570","Giza","Basic",139,86,8,2500,2,"Medium Risk",1,0,2
"EG_WAL_10493","Cairo","Basic",225,86,14,5000,0,"Low Risk",1,0,3
"EG_WAL_14764","Giza","Merchant",306,86,19,2500,0,"Low Risk",1,0,5
"EG_WAL_12513","Giza","Basic",485,86,17,500,0,"Low Risk",1,0,5
"EG_WAL_10932","Asyut","Basic",507,86,14,2500,3,"Medium Risk",1,0,3
"EG_WAL_14575","Cairo","Verified_Tier1",631,86,18,1000,0,"Low Risk",1,0,5
"EG_WAL_14041","Cairo","Basic",117,86,20,5000,0,"Low Risk",1,0,6
"EG_WAL_11722","Cairo","Verified_Tier1",529,86,14,500,0,"Low Risk",1,0,3
"EG_WAL_14040","Gharbia","Verified_Tier1",543,86,20,1000,2,"Medium Risk",1,0,6
"EG_WAL_10991","Alexandria","Basic",624,86,15,2500,2,"Medium Risk",1,0,4
"EG_WAL_10973","Cairo","Basic",31,86,21,2500,2,"Medium Risk",1,0,6
"EG_WAL_11931","Giza","Merchant",633,86,20,2500,0,"Low Risk",1,0,6
"EG_WAL_10177","Cairo","Basic",119,86,18,5000,0,"Low Risk",1,0,5
"EG_WAL_13800","Cairo","Verified_Tier1",625,86,15,5000,0,"Low Risk",1,0,4
"EG_WAL_12170","Alexandria","Basic",463,86,16,2500,0,"Low Risk",1,0,4
"EG_WAL_14137","Cairo","Basic",589,86,11,500,1,"Medium Risk",1,0,2
"EG_WAL_14666","Cairo","Basic",705,86,13,500,1,"Medium Risk",1,0,3
"EG_WAL_14389","Cairo","Basic",685,86,10,5000,0,"Low Risk",1,0,2
"EG_WAL_13027","Giza","Basic",603,86,20,1000,1,"Medium Risk",1,0,6
"EG_WAL_12779","Cairo","Basic",181,86,14,2500,2,"Medium Risk",1,0,3
"EG_WAL_14266","Giza","Verified_Tier1",122,86,14,2500,0,"Low Risk",1,0,3
"EG_WAL_10533","Giza","Basic",191,86,12,1000,2,"Medium Risk",1,0,2
"EG_WAL_13663","Cairo","Verified_Tier1",212,86,12,1000,0,"Low Risk",1,0,2
"EG_WAL_13690","Gharbia","Verified_Tier1",449,86,17,0,0,"Low Risk",1,0,4
"EG_WAL_12834","Cairo","Verified_Tier1",305,85,17,1000,0,"Low Risk",1,0,5
"EG_WAL_10979","Giza","Basic",705,85,15,5000,0,"Low Risk",1,0,4
"EG_WAL_13286","Cairo","Basic",692,85,16,5000,2,"Medium Risk",1,0,4
"EG_WAL_12631","Alexandria","Basic",336,85,15,2500,0,"Low Risk",1,0,4
"EG_WAL_14571","Alexandria","Verified_Tier1",414,85,26,1000,0,"Low Risk",1,0,6
"EG_WAL_10862","Giza","Merchant",527,85,13,500,1,"Medium Risk",1,0,3
"EG_WAL_11934","Alexandria","Basic",678,85,14,500,1,"Medium Risk",1,0,3
"EG_WAL_14044","Giza","Basic",619,85,13,5000,0,"Low Risk",1,0,3
"EG_WAL_13617","Gharbia","Verified_Tier1",172,85,11,2500,0,"Low Risk",1,0,2
"EG_WAL_14636","Cairo","Basic",244,85,13,5000,0,"Low Risk",1,0,3
"EG_WAL_11634","Asyut","Basic",334,85,26,2500,0,"Low Risk",1,0,6
"EG_WAL_12355","Cairo","Merchant",582,85,21,1000,0,"Low Risk",1,0,6
"EG_WAL_10693","Cairo","Verified_Tier1",561,85,15,1000,0,"Low Risk",1,0,3
"EG_WAL_11711","Cairo","Basic",212,85,9,500,0,"Low Risk",1,0,2
"EG_WAL_13245","Cairo","Basic",200,85,9,1000,2,"Medium Risk",1,0,2
"EG_WAL_13208","Giza","Basic",572,85,18,500,1,"Medium Risk",1,0,5
"EG_WAL_13599","Alexandria","Basic",608,85,23,2500,2,"Medium Risk",1,0,6
"EG_WAL_12399","Giza","Basic",134,85,11,5000,0,"Low Risk",1,0,2
"EG_WAL_10015","Cairo","Basic",221,85,19,500,0,"Low Risk",1,0,5
"EG_WAL_14248","Giza","Basic",378,85,13,1000,0,"Low Risk",1,0,3
"EG_WAL_13512","Asyut","Basic",605,85,13,1000,0,"Low Risk",1,0,2
"EG_WAL_13575","Cairo","Verified_Tier1",118,85,22,2500,0,"Low Risk",1,0,6
"EG_WAL_10199","Alexandria","Merchant",546,85,14,2500,0,"Low Risk",1,0,3
"EG_WAL_13363","Cairo","Basic",541,85,24,500,0,"Low Risk",1,0,6
"EG_WAL_10302","Giza","Verified_Tier1",657,85,16,0,1,"Medium Risk",1,0,4
"EG_WAL_13437","Giza","Basic",612,85,12,2500,0,"Low Risk",1,0,2
"EG_WAL_12268","Cairo","Verified_Tier1",167,85,17,2500,0,"Low Risk",1,0,4
"EG_WAL_12448","Cairo","Basic",379,85,15,2500,0,"Low Risk",1,0,4
"EG_WAL_10740","Giza","Basic",493,85,17,500,0,"Low Risk",1,0,4
"EG_WAL_13329","Alexandria","Merchant",508,85,13,2500,1,"Medium Risk",1,0,3
"EG_WAL_10142","Giza","Basic",651,85,12,1000,1,"Medium Risk",1,0,2
"EG_WAL_13353","Giza","Basic",666,85,18,5000,0,"Low Risk",1,0,5
"EG_WAL_13320","Giza","Verified_Tier1",109,85,13,2500,1,"Medium Risk",1,0,3
"EG_WAL_11189","Alexandria","Verified_Tier1",638,85,18,2500,0,"Low Risk",1,0,5
"EG_WAL_13746","Alexandria","Verified_Tier1",692,85,19,500,0,"Low Risk",1,0,5
"EG_WAL_10591","Giza","Basic",527,85,16,500,0,"Low Risk",1,0,4
"EG_WAL_14978","Cairo","Basic",377,85,15,1000,0,"Low Risk",1,0,3
"EG_WAL_14861","Gharbia","Basic",414,85,25,5000,0,"Low Risk",1,0,6
"EG_WAL_14678","Alexandria","Basic",602,85,15,0,0,"Low Risk",1,0,3
"EG_WAL_13484","Giza","Basic",474,85,15,5000,0,"Low Risk",1,0,3
"EG_WAL_13745","Cairo","Verified_Tier1",715,85,14,2500,1,"Medium Risk",1,0,3
"EG_WAL_14107","Cairo","Merchant",115,85,23,1000,1,"Medium Risk",1,0,6
"EG_WAL_14492","Giza","Basic",157,85,19,1000,0,"Low Risk",1,0,5
"EG_WAL_14608","Asyut","Basic",586,85,17,0,1,"Medium Risk",1,0,4
"EG_WAL_14798","Cairo","Basic",422,85,15,5000,0,"Low Risk",1,0,4
"EG_WAL_12493","Cairo","Basic",695,85,20,1000,1,"Medium Risk",1,0,6
"EG_WAL_14002","Alexandria","Verified_Tier1",120,85,10,2500,1,"Medium Risk",1,0,2
"EG_WAL_12712","Cairo","Basic",641,85,17,1000,0,"Low Risk",1,0,5
"EG_WAL_11514","Cairo","Basic",525,85,13,500,0,"Low Risk",1,0,3
"EG_WAL_11258","Cairo","Basic",358,85,15,500,0,"Low Risk",1,0,4
"EG_WAL_12081","Cairo","Verified_Tier1",510,85,13,500,0,"Low Risk",1,0,3
"EG_WAL_14052","Gharbia","Verified_Tier1",572,85,21,2500,1,"Medium Risk",1,0,6
"EG_WAL_12219","Cairo","Basic",646,85,17,500,1,"Medium Risk",1,0,5
"EG_WAL_12589","Alexandria","Verified_Tier1",643,84,16,500,2,"Medium Risk",1,0,4
"EG_WAL_14938","Alexandria","Basic",545,84,13,0,0,"Low Risk",1,0,3
"EG_WAL_14778","Cairo","Basic",348,84,13,2500,0,"Low Risk",1,0,3
"EG_WAL_13533","Cairo","Verified_Tier1",96,84,16,0,0,"Low Risk",1,0,4
"EG_WAL_10821","Cairo","Basic",247,84,6,500,0,"Low Risk",1,0,2
"EG_WAL_13509","Cairo","Basic",173,84,16,500,0,"Low Risk",1,0,4
"EG_WAL_13373","Alexandria","Verified_Tier1",247,84,18,500,0,"Low Risk",1,0,5
"EG_WAL_11530","Cairo","Basic",300,84,21,1000,0,"Low Risk",1,0,6
"EG_WAL_12452","Giza","Basic",613,84,13,0,1,"Medium Risk",1,0,3
"EG_WAL_10172","Giza","Basic",443,84,14,5000,0,"Low Risk",1,0,3
"EG_WAL_12655","Giza","Basic",49,84,16,5000,1,"Medium Risk",1,0,4
"EG_WAL_10520","Giza","Basic",551,84,22,5000,2,"Medium Risk",1,0,6
"EG_WAL_12692","Cairo","Basic",512,84,8,500,1,"Medium Risk",1,0,2
"EG_WAL_10572","Cairo","Verified_Tier1",649,84,14,500,1,"Medium Risk",1,0,3
"EG_WAL_14647","Cairo","Verified_Tier1",204,84,18,1000,0,"Low Risk",1,0,5
